date,cities,indeed_job_postings_index
2021-04-10,Mansfield,120.28
2021-04-11,Mansfield,119.58
2021-04-12,Mansfield,118.97
2021-04-13,Mansfield,119.26
2021-04-14,Mansfield,119.67
2021-04-15,Mansfield,120.13
2021-04-16,Mansfield,120.69
2021-04-17,Mansfield,120.93
2021-04-18,Mansfield,121.7
2021-04-19,Mansfield,122.08
2021-04-20,Mansfield,122.18
2021-04-21,Mansfield,122.52
2021-04-22,Mansfield,122.85
2021-04-23,Mansfield,123.82
2021-04-24,Mansfield,124.63
2021-04-25,Mansfield,125.14
2021-04-26,Mansfield,125.65
2021-04-27,Mansfield,126.14
2021-04-28,Mansfield,126.79
2021-04-29,Mansfield,127.3
2021-04-30,Mansfield,127.41
2021-05-01,Mansfield,127.94
2021-05-02,Mansfield,128.31
2021-05-03,Mansfield,129.23
2021-05-04,Mansfield,129.84
2021-05-05,Mansfield,130.15
2021-05-06,Mansfield,131
2021-05-07,Mansfield,131.83
2021-05-08,Mansfield,132.37
2021-05-09,Mansfield,132.99
2021-05-10,Mansfield,133.04
2021-05-11,Mansfield,133.49
2021-05-12,Mansfield,133.78
2021-05-13,Mansfield,133.66
2021-05-14,Mansfield,133.72
2021-05-15,Mansfield,133.49
2021-05-16,Mansfield,133.53
2021-05-17,Mansfield,133.24
2021-05-18,Mansfield,132.14
2021-05-19,Mansfield,131.81
2021-05-20,Mansfield,131.31
2021-05-21,Mansfield,130.95
2021-05-22,Mansfield,131.32
2021-05-23,Mansfield,131.39
2021-05-24,Mansfield,131.53
2021-05-25,Mansfield,132.33
2021-05-26,Mansfield,132.69
2021-05-27,Mansfield,133.51
2021-05-28,Mansfield,133.83
2021-05-29,Mansfield,133.54
2021-05-30,Mansfield,133.3
2021-05-31,Mansfield,133.33
2021-06-01,Mansfield,133.05
2021-06-02,Mansfield,132.71
2021-06-03,Mansfield,132.49
2021-06-04,Mansfield,132.55
2021-06-05,Mansfield,132.55
2021-06-06,Mansfield,132.94
2021-06-07,Mansfield,133.33
2021-06-08,Mansfield,134.37
2021-06-09,Mansfield,135.16
2021-06-10,Mansfield,134.94
2021-06-11,Mansfield,134.7
2021-06-12,Mansfield,134.66
2021-06-13,Mansfield,134.45
2021-06-14,Mansfield,134.49
2021-06-15,Mansfield,134.26
2021-06-16,Mansfield,134.38
2021-06-17,Mansfield,134.88
2021-06-18,Mansfield,135.35
2021-06-19,Mansfield,135.72
2021-06-20,Mansfield,135.79
2021-06-21,Mansfield,136
2021-06-22,Mansfield,136.32
2021-06-23,Mansfield,136.29
2021-06-24,Mansfield,136.28
2021-06-25,Mansfield,136.11
2021-06-26,Mansfield,136.13
2021-06-27,Mansfield,136.44
2021-06-28,Mansfield,136.82
2021-06-29,Mansfield,137.28
2021-06-30,Mansfield,137.87
2021-07-01,Mansfield,138.45
2021-07-02,Mansfield,139.23
2021-07-03,Mansfield,140.62
2021-07-04,Mansfield,141.28
2021-07-05,Mansfield,141.64
2021-07-06,Mansfield,141.94
2021-07-07,Mansfield,142.6
2021-07-08,Mansfield,143.52
2021-07-09,Mansfield,144.36
2021-07-10,Mansfield,144.51
2021-07-11,Mansfield,145.2
2021-07-12,Mansfield,145.91
2021-07-13,Mansfield,146.6
2021-07-14,Mansfield,146.67
2021-07-15,Mansfield,147.21
2021-07-16,Mansfield,146.59
2021-07-17,Mansfield,147
2021-07-18,Mansfield,147.22
2021-07-19,Mansfield,147.42
2021-07-20,Mansfield,147.42
2021-07-21,Mansfield,148.11
2021-07-22,Mansfield,147.56
2021-07-23,Mansfield,147.92
2021-07-24,Mansfield,148.14
2021-07-25,Mansfield,148.52
2021-07-26,Mansfield,148.68
2021-07-27,Mansfield,149.02
2021-07-28,Mansfield,148.94
2021-07-29,Mansfield,149.74
2021-07-30,Mansfield,149.79
2021-07-31,Mansfield,149.37
2021-08-01,Mansfield,148.94
2021-08-02,Mansfield,148.55
2021-08-03,Mansfield,147.88
2021-08-04,Mansfield,147.65
2021-08-05,Mansfield,147.26
2021-08-06,Mansfield,147.67
2021-08-07,Mansfield,148.16
2021-08-08,Mansfield,148.6
2021-08-09,Mansfield,148.99
2021-08-10,Mansfield,149.18
2021-08-11,Mansfield,149
2021-08-12,Mansfield,149.11
2021-08-13,Mansfield,148.96
2021-08-14,Mansfield,148.88
2021-08-15,Mansfield,149.07
2021-08-16,Mansfield,149.17
2021-08-17,Mansfield,149.92
2021-08-18,Mansfield,151.18
2021-08-19,Mansfield,151.49
2021-08-20,Mansfield,152.63
2021-08-21,Mansfield,153.48
2021-08-22,Mansfield,154.3
2021-08-23,Mansfield,155.33
2021-08-24,Mansfield,156.18
2021-08-25,Mansfield,156.33
2021-08-26,Mansfield,156.98
2021-08-27,Mansfield,157.02
2021-08-28,Mansfield,157.63
2021-08-29,Mansfield,157.61
2021-08-30,Mansfield,157.89
2021-08-31,Mansfield,157.2
2021-09-01,Mansfield,156.21
2021-09-02,Mansfield,155.46
2021-09-03,Mansfield,154.9
2021-09-04,Mansfield,153.82
2021-09-05,Mansfield,153.98
2021-09-06,Mansfield,153.71
2021-09-07,Mansfield,154.48
2021-09-08,Mansfield,155.37
2021-09-09,Mansfield,156.32
2021-09-10,Mansfield,157.71
2021-09-11,Mansfield,158.61
2021-09-12,Mansfield,159.49
2021-09-13,Mansfield,160.18
2021-09-14,Mansfield,160.95
2021-09-15,Mansfield,162.19
2021-09-16,Mansfield,163.17
2021-09-17,Mansfield,163.99
2021-09-18,Mansfield,164.03
2021-09-19,Mansfield,163.74
2021-09-20,Mansfield,164.02
2021-09-21,Mansfield,164
2021-09-22,Mansfield,163.59
2021-09-23,Mansfield,163.33
2021-09-24,Mansfield,162.25
2021-09-25,Mansfield,162.01
2021-09-26,Mansfield,161.04
2021-09-27,Mansfield,160.49
2021-09-28,Mansfield,160.44
2021-09-29,Mansfield,160.73
2021-09-30,Mansfield,160.97
2021-10-01,Mansfield,161.4
2021-10-02,Mansfield,162.85
2021-10-03,Mansfield,164.03
2021-10-04,Mansfield,164.98
2021-10-05,Mansfield,165.96
2021-10-06,Mansfield,167.39
2021-10-07,Mansfield,168.62
2021-10-08,Mansfield,170.09
2021-10-09,Mansfield,170.66
2021-10-10,Mansfield,172.35
2021-10-11,Mansfield,173.1
2021-10-12,Mansfield,173.6
2021-10-13,Mansfield,173.69
2021-10-14,Mansfield,173.53
2021-10-15,Mansfield,173.08
2021-10-16,Mansfield,173.02
2021-10-17,Mansfield,172.54
2021-10-18,Mansfield,172.1
2021-10-19,Mansfield,171.9
2021-10-20,Mansfield,171.4
2021-10-21,Mansfield,171.66
2021-10-22,Mansfield,171.87
2021-10-23,Mansfield,171.24
2021-10-24,Mansfield,170.58
2021-10-25,Mansfield,170.33
2021-10-26,Mansfield,170.31
2021-10-27,Mansfield,170.02
2021-10-28,Mansfield,169.43
2021-10-29,Mansfield,169.61
2021-10-30,Mansfield,170.34
2021-10-31,Mansfield,170.25
2021-11-01,Mansfield,170.31
2021-11-02,Mansfield,168.69
2021-11-03,Mansfield,168.22
2021-11-04,Mansfield,168.17
2021-11-05,Mansfield,167.97
2021-11-06,Mansfield,168.12
2021-11-07,Mansfield,169.23
2021-11-08,Mansfield,170.2
2021-11-09,Mansfield,172.65
2021-11-10,Mansfield,174.73
2021-11-11,Mansfield,176.53
2021-11-12,Mansfield,178.78
2021-11-13,Mansfield,180.16
2021-11-14,Mansfield,181.45
2021-11-15,Mansfield,182.89
2021-11-16,Mansfield,183.11
2021-11-17,Mansfield,183.86
2021-11-18,Mansfield,184.39
2021-11-19,Mansfield,184.15
2021-11-20,Mansfield,184.21
2021-11-21,Mansfield,184.3
2021-11-22,Mansfield,184.34
2021-11-23,Mansfield,185.39
2021-11-24,Mansfield,185.22
2021-11-25,Mansfield,186.06
2021-11-26,Mansfield,186.81
2021-11-27,Mansfield,188.26
2021-11-28,Mansfield,189.59
2021-11-29,Mansfield,190.65
2021-11-30,Mansfield,190.65
2021-12-01,Mansfield,190.58
2021-12-02,Mansfield,189.62
2021-12-03,Mansfield,189.42
2021-12-04,Mansfield,188.92
2021-12-05,Mansfield,188.36
2021-12-06,Mansfield,188.36
2021-12-07,Mansfield,189.19
2021-12-08,Mansfield,190.24
2021-12-09,Mansfield,191.43
2021-12-10,Mansfield,192.34
2021-12-11,Mansfield,193.26
2021-12-12,Mansfield,194.75
2021-12-13,Mansfield,195.8
2021-12-14,Mansfield,196.22
2021-12-15,Mansfield,197
2021-12-16,Mansfield,196.85
2021-12-17,Mansfield,196.21
2021-12-18,Mansfield,195.78
2021-12-19,Mansfield,194.92
2021-12-20,Mansfield,194.5
2021-12-21,Mansfield,193.97
2021-12-22,Mansfield,193.29
2021-12-23,Mansfield,192.5
2021-12-24,Mansfield,191.52
2021-12-25,Mansfield,191.37
2021-12-26,Mansfield,191.31
2021-12-27,Mansfield,191.04
2021-12-28,Mansfield,191.06
2021-12-29,Mansfield,190.7
2021-12-30,Mansfield,189.57
2021-12-31,Mansfield,188.77
2022-01-01,Mansfield,185.94
2022-01-02,Mansfield,181.93
2022-01-03,Mansfield,177.53
2022-01-04,Mansfield,172.74
2022-01-05,Mansfield,167.97
2022-01-06,Mansfield,165.13
2022-01-07,Mansfield,162.72
2022-01-08,Mansfield,162.14
2022-01-09,Mansfield,162.71
2022-01-10,Mansfield,163.5
2022-01-11,Mansfield,165.55
2022-01-12,Mansfield,168.66
2022-01-13,Mansfield,170.89
2022-01-14,Mansfield,172.48
2022-01-15,Mansfield,173.5
2022-01-16,Mansfield,175.2
2022-01-17,Mansfield,177.09
2022-01-18,Mansfield,178.5
2022-01-19,Mansfield,178.45
2022-01-20,Mansfield,179.09
2022-01-21,Mansfield,179.91
2022-01-22,Mansfield,180.31
2022-01-23,Mansfield,179.64
2022-01-24,Mansfield,179.62
2022-01-25,Mansfield,179.43
2022-01-26,Mansfield,180.09
2022-01-27,Mansfield,180.45
2022-01-28,Mansfield,180.89
2022-01-29,Mansfield,181.27
2022-01-30,Mansfield,182.24
2022-01-31,Mansfield,182.2
2022-02-01,Mansfield,182.21
2022-02-02,Mansfield,182.13
2022-02-03,Mansfield,182.74
2022-02-04,Mansfield,182.82
2022-02-05,Mansfield,182.08
2022-02-06,Mansfield,181.02
2022-02-07,Mansfield,179.97
2022-02-08,Mansfield,179.56
2022-02-09,Mansfield,179.55
2022-02-10,Mansfield,178.54
2022-02-11,Mansfield,177.77
2022-02-12,Mansfield,177.53
2022-02-13,Mansfield,177.65
2022-02-14,Mansfield,177.19
2022-02-15,Mansfield,177.51
2022-02-16,Mansfield,177.77
2022-02-17,Mansfield,178.68
2022-02-18,Mansfield,179.83
2022-02-19,Mansfield,181.02
2022-02-20,Mansfield,181.78
2022-02-21,Mansfield,183.03
2022-02-22,Mansfield,183.04
2022-02-23,Mansfield,183.5
2022-02-24,Mansfield,183.76
2022-02-25,Mansfield,183.71
2022-02-26,Mansfield,183.62
2022-02-27,Mansfield,182.97
2022-02-28,Mansfield,182.74
2022-03-01,Mansfield,181.73
2022-03-02,Mansfield,180.48
2022-03-03,Mansfield,179.34
2022-03-04,Mansfield,178.55
2022-03-05,Mansfield,177.89
2022-03-06,Mansfield,177.95
2022-03-07,Mansfield,177.73
2022-03-08,Mansfield,178.45
2022-03-09,Mansfield,179.38
2022-03-10,Mansfield,180.55
2022-03-11,Mansfield,181.65
2022-03-12,Mansfield,183.05
2022-03-13,Mansfield,183.85
2022-03-14,Mansfield,184.86
2022-03-15,Mansfield,185.27
2022-03-16,Mansfield,184.9
2022-03-17,Mansfield,184.24
2022-03-18,Mansfield,183.51
2022-03-19,Mansfield,181.67
2022-03-20,Mansfield,180.85
2022-03-21,Mansfield,180.25
2022-03-22,Mansfield,179.71
2022-03-23,Mansfield,179.92
2022-03-24,Mansfield,180.36
2022-03-25,Mansfield,181.09
2022-03-26,Mansfield,182.47
2022-03-27,Mansfield,183.23
2022-03-28,Mansfield,183.23
2022-03-29,Mansfield,183.38
2022-03-30,Mansfield,183
2022-03-31,Mansfield,182.32
2022-04-01,Mansfield,181
2022-04-02,Mansfield,179.84
2022-04-03,Mansfield,178.41
2022-04-04,Mansfield,177.75
2022-04-05,Mansfield,177.54
2022-04-06,Mansfield,177.64
2022-04-07,Mansfield,177.74
2022-04-08,Mansfield,177.82
2022-04-09,Mansfield,177.75
2022-04-10,Mansfield,177.83
2022-04-11,Mansfield,177.56
2022-04-12,Mansfield,177.15
2022-04-13,Mansfield,176.16
2022-04-14,Mansfield,175.16
2022-04-15,Mansfield,174.73
2022-04-16,Mansfield,174.68
2022-04-17,Mansfield,174.38
2022-04-18,Mansfield,174.15
2022-04-19,Mansfield,174.12
2022-04-20,Mansfield,173.81
2022-04-21,Mansfield,173.65
2022-04-22,Mansfield,173.5
2022-04-23,Mansfield,173.05
2022-04-24,Mansfield,173.27
2022-04-25,Mansfield,173.53
2022-04-26,Mansfield,173.7
2022-04-27,Mansfield,173.7
2022-04-28,Mansfield,173.18
2022-04-29,Mansfield,172.14
2022-04-30,Mansfield,171.83
2022-05-01,Mansfield,171.38
2022-05-02,Mansfield,170.58
2022-05-03,Mansfield,169.43
2022-05-04,Mansfield,168.59
2022-05-05,Mansfield,168.34
2022-05-06,Mansfield,168.51
2022-05-07,Mansfield,168.11
2022-05-08,Mansfield,167.86
2022-05-09,Mansfield,168.16
2022-05-10,Mansfield,168.85
2022-05-11,Mansfield,169.97
2022-05-12,Mansfield,170.35
2022-05-13,Mansfield,170.79
2022-05-14,Mansfield,171.27
2022-05-15,Mansfield,171.38
2022-05-16,Mansfield,172.02
2022-05-17,Mansfield,172.33
2022-05-18,Mansfield,172.39
2022-05-19,Mansfield,173.05
2022-05-20,Mansfield,173.44
2022-05-21,Mansfield,173.13
2022-05-22,Mansfield,173.22
2022-05-23,Mansfield,173.22
2022-05-24,Mansfield,172.77
2022-05-25,Mansfield,172.24
2022-05-26,Mansfield,170.95
2022-05-27,Mansfield,169.87
2022-05-28,Mansfield,169.52
2022-05-29,Mansfield,168.72
2022-05-30,Mansfield,167.69
2022-05-31,Mansfield,166.8
2022-06-01,Mansfield,165.64
2022-06-02,Mansfield,165.14
2022-06-03,Mansfield,164.36
2022-06-04,Mansfield,162.92
2022-06-05,Mansfield,161.94
2022-06-06,Mansfield,160.6
2022-06-07,Mansfield,159.51
2022-06-08,Mansfield,158.71
2022-06-09,Mansfield,157.64
2022-06-10,Mansfield,156.39
2022-06-11,Mansfield,155.72
2022-06-12,Mansfield,154.84
2022-06-13,Mansfield,154.23
2022-06-14,Mansfield,154.18
2022-06-15,Mansfield,154.62
2022-06-16,Mansfield,154.94
2022-06-17,Mansfield,155.55
2022-06-18,Mansfield,156.51
2022-06-19,Mansfield,157.8
2022-06-20,Mansfield,158.77
2022-06-21,Mansfield,159.24
2022-06-22,Mansfield,159.68
2022-06-23,Mansfield,160.04
2022-06-24,Mansfield,160.68
2022-06-25,Mansfield,161.64
2022-06-26,Mansfield,162.36
2022-06-27,Mansfield,162.89
2022-06-28,Mansfield,162.8
2022-06-29,Mansfield,162.76
2022-06-30,Mansfield,162.96
2022-07-01,Mansfield,163.53
2022-07-02,Mansfield,163.84
2022-07-03,Mansfield,164.27
2022-07-04,Mansfield,165.13
2022-07-05,Mansfield,166.06
2022-07-06,Mansfield,166.64
2022-07-07,Mansfield,167.09
2022-07-08,Mansfield,167.25
2022-07-09,Mansfield,167.12
2022-07-10,Mansfield,166.79
2022-07-11,Mansfield,166.04
2022-07-12,Mansfield,166.15
2022-07-13,Mansfield,166.17
2022-07-14,Mansfield,167.12
2022-07-15,Mansfield,167.73
2022-07-16,Mansfield,168.4
2022-07-17,Mansfield,168.73
2022-07-18,Mansfield,168.83
2022-07-19,Mansfield,168.66
2022-07-20,Mansfield,169.04
2022-07-21,Mansfield,168.87
2022-07-22,Mansfield,169.17
2022-07-23,Mansfield,169.23
2022-07-24,Mansfield,169.55
2022-07-25,Mansfield,170.02
2022-07-26,Mansfield,170.76
2022-07-27,Mansfield,171.32
2022-07-28,Mansfield,171.78
2022-07-29,Mansfield,171.72
2022-07-30,Mansfield,171.32
2022-07-31,Mansfield,170.83
2022-08-01,Mansfield,170.28
2022-08-02,Mansfield,169.35
2022-08-03,Mansfield,168.44
2022-08-04,Mansfield,167.71
2022-08-05,Mansfield,167.56
2022-08-06,Mansfield,168.26
2022-08-07,Mansfield,169.1
2022-08-08,Mansfield,170.21
2022-08-09,Mansfield,171.27
2022-08-10,Mansfield,171.91
2022-08-11,Mansfield,172.15
2022-08-12,Mansfield,171.83
2022-08-13,Mansfield,171.67
2022-08-14,Mansfield,171.87
2022-08-15,Mansfield,171.97
2022-08-16,Mansfield,171.87
2022-08-17,Mansfield,171.88
2022-08-18,Mansfield,172.71
2022-08-19,Mansfield,173.97
2022-08-20,Mansfield,175.29
2022-08-21,Mansfield,176.45
2022-08-22,Mansfield,177.54
2022-08-23,Mansfield,178.63
2022-08-24,Mansfield,180.25
2022-08-25,Mansfield,181.99
2022-08-26,Mansfield,184.14
2022-08-27,Mansfield,185.77
2022-08-28,Mansfield,187.22
2022-08-29,Mansfield,189.04
2022-08-30,Mansfield,190.17
2022-08-31,Mansfield,189.89
2022-09-01,Mansfield,189.69
2022-09-02,Mansfield,188.69
2022-09-03,Mansfield,187.6
2022-09-04,Mansfield,186.63
2022-09-05,Mansfield,184.56
2022-09-06,Mansfield,183.05
2022-09-07,Mansfield,182.89
2022-09-08,Mansfield,182.01
2022-09-09,Mansfield,180.58
2022-09-10,Mansfield,179.48
2022-09-11,Mansfield,177.81
2022-09-12,Mansfield,176.87
2022-09-13,Mansfield,177.27
2022-09-14,Mansfield,177.78
2022-09-15,Mansfield,178.62
2022-09-16,Mansfield,180.65
2022-09-17,Mansfield,181.89
2022-09-18,Mansfield,183.26
2022-09-19,Mansfield,184.98
2022-09-20,Mansfield,185.23
2022-09-21,Mansfield,184.9
2022-09-22,Mansfield,183.93
2022-09-23,Mansfield,182.15
2022-09-24,Mansfield,180.19
2022-09-25,Mansfield,178.01
2022-09-26,Mansfield,176.51
2022-09-27,Mansfield,175.53
2022-09-28,Mansfield,173.71
2022-09-29,Mansfield,172.15
2022-09-30,Mansfield,170.88
2022-10-01,Mansfield,169.92
2022-10-02,Mansfield,170.84
2022-10-03,Mansfield,171.16
2022-10-04,Mansfield,172.02
2022-10-05,Mansfield,173.23
2022-10-06,Mansfield,173.98
2022-10-07,Mansfield,174.02
2022-10-08,Mansfield,175.34
2022-10-09,Mansfield,175.96
2022-10-10,Mansfield,176.15
2022-10-11,Mansfield,175.52
2022-10-12,Mansfield,175.03
2022-10-13,Mansfield,174.41
2022-10-14,Mansfield,175.03
2022-10-15,Mansfield,175.4
2022-10-16,Mansfield,175.36
2022-10-17,Mansfield,175.12
2022-10-18,Mansfield,175.39
2022-10-19,Mansfield,174.34
2022-10-20,Mansfield,174.31
2022-10-21,Mansfield,174.65
2022-10-22,Mansfield,173.78
2022-10-23,Mansfield,172.86
2022-10-24,Mansfield,172.31
2022-10-25,Mansfield,170.85
2022-10-26,Mansfield,170.76
2022-10-27,Mansfield,170.46
2022-10-28,Mansfield,170.02
2022-10-29,Mansfield,170.16
2022-10-30,Mansfield,170.49
2022-10-31,Mansfield,170.12
2022-11-01,Mansfield,170.07
2022-11-02,Mansfield,171.09
2022-11-03,Mansfield,171.83
2022-11-04,Mansfield,172.36
2022-11-05,Mansfield,172.9
2022-11-06,Mansfield,173.11
2022-11-07,Mansfield,174.09
2022-11-08,Mansfield,175.91
2022-11-09,Mansfield,177.26
2022-11-10,Mansfield,178.49
2022-11-11,Mansfield,179.32
2022-11-12,Mansfield,180.42
2022-11-13,Mansfield,180.77
2022-11-14,Mansfield,180.32
2022-11-15,Mansfield,180.16
2022-11-16,Mansfield,180.14
2022-11-17,Mansfield,179.97
2022-11-18,Mansfield,179.98
2022-11-19,Mansfield,179.66
2022-11-20,Mansfield,179.91
2022-11-21,Mansfield,180.73
2022-11-22,Mansfield,180.99
2022-11-23,Mansfield,180.42
2022-11-24,Mansfield,180.04
2022-11-25,Mansfield,179.5
2022-11-26,Mansfield,178.44
2022-11-27,Mansfield,177.73
2022-11-28,Mansfield,177.09
2022-11-29,Mansfield,176.26
2022-11-30,Mansfield,175.61
2022-12-01,Mansfield,174.97
2022-12-02,Mansfield,173.98
2022-12-03,Mansfield,173.32
2022-12-04,Mansfield,172.59
2022-12-05,Mansfield,171.1
2022-12-06,Mansfield,170.91
2022-12-07,Mansfield,171.04
2022-12-08,Mansfield,171.46
2022-12-09,Mansfield,172.33
2022-12-10,Mansfield,173.73
2022-12-11,Mansfield,175.23
2022-12-12,Mansfield,177.57
2022-12-13,Mansfield,178.8
2022-12-14,Mansfield,179.87
2022-12-15,Mansfield,180.4
2022-12-16,Mansfield,180.85
2022-12-17,Mansfield,180.91
2022-12-18,Mansfield,180.6
2022-12-19,Mansfield,180.36
2022-12-20,Mansfield,180.51
2022-12-21,Mansfield,179.96
2022-12-22,Mansfield,179.9
2022-12-23,Mansfield,179.88
2022-12-24,Mansfield,180.09
2022-12-25,Mansfield,180.43
2022-12-26,Mansfield,181.2
2022-12-27,Mansfield,181.32
2022-12-28,Mansfield,182.03
2022-12-29,Mansfield,182.42
2022-12-30,Mansfield,182.14
2022-12-31,Mansfield,181.2
2023-01-01,Mansfield,179.24
2023-01-02,Mansfield,175.6
2023-01-03,Mansfield,171.49
2023-01-04,Mansfield,167.07
2023-01-05,Mansfield,163.23
2023-01-06,Mansfield,160.03
2023-01-07,Mansfield,157.22
2023-01-08,Mansfield,155.08
2023-01-09,Mansfield,153.95
2023-01-10,Mansfield,153.28
2023-01-11,Mansfield,154.09
2023-01-12,Mansfield,154.21
2023-01-13,Mansfield,154.11
2023-01-14,Mansfield,153.76
2023-01-15,Mansfield,153.76
2023-01-16,Mansfield,154.13
2023-01-17,Mansfield,155.02
2023-01-18,Mansfield,154.63
2023-01-19,Mansfield,154.63
2023-01-20,Mansfield,154.47
2023-01-21,Mansfield,154.75
2023-01-22,Mansfield,154.22
2023-01-23,Mansfield,153.7
2023-01-24,Mansfield,152.78
2023-01-25,Mansfield,151.89
2023-01-26,Mansfield,150.86
2023-01-27,Mansfield,149.79
2023-01-28,Mansfield,148.58
2023-01-29,Mansfield,148.22
2023-01-30,Mansfield,147.76
2023-01-31,Mansfield,147.72
2023-02-01,Mansfield,147.97
2023-02-02,Mansfield,148.59
2023-02-03,Mansfield,149.77
2023-02-04,Mansfield,150.47
2023-02-05,Mansfield,151.07
2023-02-06,Mansfield,151.44
2023-02-07,Mansfield,151.73
2023-02-08,Mansfield,152.56
2023-02-09,Mansfield,152.84
2023-02-10,Mansfield,152.96
2023-02-11,Mansfield,153.02
2023-02-12,Mansfield,153.03
2023-02-13,Mansfield,153.34
2023-02-14,Mansfield,153.41
2023-02-15,Mansfield,152.88
2023-02-16,Mansfield,152.62
2023-02-17,Mansfield,152.04
2023-02-18,Mansfield,151.95
2023-02-19,Mansfield,151.99
2023-02-20,Mansfield,151.53
2023-02-21,Mansfield,151.09
2023-02-22,Mansfield,150.68
2023-02-23,Mansfield,150.75
2023-02-24,Mansfield,150.37
2023-02-25,Mansfield,150.15
2023-02-26,Mansfield,149.78
2023-02-27,Mansfield,149.66
2023-02-28,Mansfield,149.49
2023-03-01,Mansfield,148.76
2023-03-02,Mansfield,147.73
2023-03-03,Mansfield,147.31
2023-03-04,Mansfield,146.95
2023-03-05,Mansfield,146.83
2023-03-06,Mansfield,146.83
2023-03-07,Mansfield,146.61
2023-03-08,Mansfield,146.99
2023-03-09,Mansfield,147.08
2023-03-10,Mansfield,147.91
2023-03-11,Mansfield,148.52
2023-03-12,Mansfield,149.11
2023-03-13,Mansfield,149.06
2023-03-14,Mansfield,149.48
2023-03-15,Mansfield,149.9
2023-03-16,Mansfield,150.66
2023-03-17,Mansfield,151.04
2023-03-18,Mansfield,151.58
2023-03-19,Mansfield,152.03
2023-03-20,Mansfield,153.32
2023-03-21,Mansfield,154.24
2023-03-22,Mansfield,154.86
2023-03-23,Mansfield,155.26
2023-03-24,Mansfield,155.61
2023-03-25,Mansfield,155.98
2023-03-26,Mansfield,156.21
2023-03-27,Mansfield,156.27
2023-03-28,Mansfield,156.29
2023-03-29,Mansfield,156.7
2023-03-30,Mansfield,156.78
2023-03-31,Mansfield,156.02
2023-04-01,Mansfield,155.02
2023-04-02,Mansfield,154.4
2023-04-03,Mansfield,153.95
2023-04-04,Mansfield,153.67
2023-04-05,Mansfield,153.34
2023-04-06,Mansfield,153.23
2023-04-07,Mansfield,153.5
2023-04-08,Mansfield,153.21
2023-04-09,Mansfield,152.43
2023-04-10,Mansfield,151.46
2023-04-11,Mansfield,150
2023-04-12,Mansfield,148.15
2023-04-13,Mansfield,146.44
2023-04-14,Mansfield,145.62
2023-04-15,Mansfield,145.13
2023-04-16,Mansfield,145
2023-04-17,Mansfield,144.82
2023-04-18,Mansfield,145.26
2023-04-19,Mansfield,145.85
2023-04-20,Mansfield,146.34
2023-04-21,Mansfield,146.11
2023-04-22,Mansfield,146.61
2023-04-23,Mansfield,147.1
2023-04-24,Mansfield,147.4
2023-04-25,Mansfield,147.55
2023-04-26,Mansfield,148.12
2023-04-27,Mansfield,148.59
2023-04-28,Mansfield,148.53
2023-04-29,Mansfield,148.27
2023-04-30,Mansfield,147.74
2023-05-01,Mansfield,147.34
2023-05-02,Mansfield,146.55
2023-05-03,Mansfield,145.4
2023-05-04,Mansfield,144.13
2023-05-05,Mansfield,143.29
2023-05-06,Mansfield,142.28
2023-05-07,Mansfield,141.41
2023-05-08,Mansfield,140.66
2023-05-09,Mansfield,140.14
2023-05-10,Mansfield,139.99
2023-05-11,Mansfield,139.95
2023-05-12,Mansfield,139.61
2023-05-13,Mansfield,139.51
2023-05-14,Mansfield,139.53
2023-05-15,Mansfield,139.24
2023-05-16,Mansfield,139.21
2023-05-17,Mansfield,138.91
2023-05-18,Mansfield,138.44
2023-05-19,Mansfield,138.76
2023-05-20,Mansfield,138.84
2023-05-21,Mansfield,138.99
2023-05-22,Mansfield,139.33
2023-05-23,Mansfield,139.37
2023-05-24,Mansfield,139.37
2023-05-25,Mansfield,139.71
2023-05-26,Mansfield,139.38
2023-05-27,Mansfield,139.04
2023-05-28,Mansfield,138.36
2023-05-29,Mansfield,137.77
2023-05-30,Mansfield,137.27
2023-05-31,Mansfield,136.27
2023-06-01,Mansfield,135.15
2023-06-02,Mansfield,134.49
2023-06-03,Mansfield,133.16
2023-06-04,Mansfield,131.94
2023-06-05,Mansfield,130.77
2023-06-06,Mansfield,129.76
2023-06-07,Mansfield,129.08
2023-06-08,Mansfield,128.24
2023-06-09,Mansfield,126.97
2023-06-10,Mansfield,126.39
2023-06-11,Mansfield,126.05
2023-06-12,Mansfield,125.8
2023-06-13,Mansfield,125.29
2023-06-14,Mansfield,125.07
2023-06-15,Mansfield,124.93
2023-06-16,Mansfield,125.19
2023-06-17,Mansfield,125.4
2023-06-18,Mansfield,125.83
2023-06-19,Mansfield,126.41
2023-06-20,Mansfield,127.39
2023-06-21,Mansfield,127.98
2023-06-22,Mansfield,128.84
2023-06-23,Mansfield,129.49
2023-06-24,Mansfield,130.81
2023-06-25,Mansfield,132
2023-06-26,Mansfield,132.78
2023-06-27,Mansfield,132.96
2023-06-28,Mansfield,133.27
2023-06-29,Mansfield,133.46
2023-06-30,Mansfield,133.97
2023-07-01,Mansfield,133.68
2023-07-02,Mansfield,133.4
2023-07-03,Mansfield,133.04
2023-07-04,Mansfield,132.75
2023-07-05,Mansfield,132.67
2023-07-06,Mansfield,132.86
2023-07-07,Mansfield,133.3
2023-07-08,Mansfield,133.75
2023-07-09,Mansfield,134.11
2023-07-10,Mansfield,133.84
2023-07-11,Mansfield,134.22
