date,country,category,YoY_pct_change_in_postings_trend_from_feb1
2020-02-05,US,Cleaning & Sanitation,-1.0410469958358
2020-02-05,US,Veterinary,0.2508025682183
2020-02-05,US,Agriculture & Forestry,-0.157325467059977
2020-02-05,US,Electrical Engineering,-0.316800316800325
2020-02-05,US,Hospitality & Tourism,0.267750892502971
2020-02-05,US,Construction,-0.682627621685794
2020-02-05,US,Software Development,-1.71973270440251
2020-02-05,US,Production & Manufacturing,-0.119462419113991
2020-02-05,US,Social Science,2.04979502049796
2020-02-05,US,Uncategorized,4.85378353934278
2020-02-06,US,Human Resources,5.2093669378845
2020-02-06,US,Architecture,-0.384198601123042
2020-02-06,US,Arts & Entertainment,-4.08299866131191
2020-02-06,US,Personal Care & Home Health,7.19478298054308
2020-02-06,US,Food Preparation & Service,-0.615140390911806
2020-02-06,US,Mathematics,-0.862410785091183
2020-02-06,US,Administrative Assistance,0.109430959013124
2020-02-06,US,Industrial Engineering,-1.21385571893813
2020-02-06,US,Legal,-0.355099625172617
2020-02-06,US,Physicians & Surgeons,0.536619298419971
2020-02-06,US,Media & Communications,-0.569968553459121
2020-02-06,US,Sales,-0.101688021151114
2020-02-06,US,Driving,-2.93667495695429
2020-02-06,US,Mining,0.200501253132845
2020-02-06,US,Retail,2.52880921895007
2020-02-06,US,Sports,-1.22772277227722
2020-02-06,US,Chemical Engineering,1.88622150494251
2020-02-06,US,Mechanical Engineering,0.614713464207828
2020-02-06,US,Banking & Finance,-0.477611940298517
2020-02-06,US,Installation & Maintenance,-0.0898203592814451
2020-02-06,US,Medical Information,0.0697558545092347
2020-02-06,US,Medical Technician,-0.13942834379046
2020-02-06,US,Project Management,-0.425195293186975
2020-02-06,US,Scientific Research & Development,-0.790748245527328
2020-02-06,US,Community & Social Service,0.664616605495483
2020-02-06,US,Therapy,-0.552268244575937
2020-02-06,US,Aviation,4.09910363581427
2020-02-06,US,Customer Service,0.72970811675328
2020-02-06,US,Civil Engineering,0.278026015291433
2020-02-06,US,Nursing,-0.239976002399767
2020-02-06,US,Military,3.97193953166683
2020-02-06,US,Beauty & Wellness,-1.03513486612918
2020-02-06,US,Pharmacy,-2.81760754035897
2020-02-06,US,IT Operations & Helpdesk,-0.21890547263681
2020-02-06,US,Information Design & Documentation,1.1704026978774
2020-02-06,US,Childcare,0.1795153086666
2020-02-06,US,Education & Instruction,0.896592946802155
2020-02-06,US,Insurance,1.55177558937631
2020-02-06,US,Marketing,0.168818272095339
2020-02-06,US,Dental,0.632848808464348
2020-02-06,US,Logistic Support,-1.7725258493353
2020-02-06,US,Loading & Stocking,-0.458076080462066
2020-02-06,US,Accounting,-0.208913649025066
2020-02-06,US,Management,0.731153048117794
2020-02-06,US,Security & Public Safety,-1.15459882583171
2020-02-06,US,Real Estate,0.476568705321689
2020-02-06,US,Cleaning & Sanitation,-1.28776622090143
2020-02-06,US,Veterinary,1.1246109047093
2020-02-06,US,Agriculture & Forestry,-0.21543282412847
2020-02-06,US,Electrical Engineering,-0.405258475832748
2020-02-06,US,Hospitality & Tourism,0.177830468286899
2020-02-06,US,Construction,-0.887311446317662
2020-02-06,US,Software Development,-1.68958742632613
2020-02-06,US,Production & Manufacturing,-0.109605420486247
2020-02-06,US,Social Science,2.3911955977989
2020-02-06,US,Uncategorized,6.15694164989939
2020-02-07,US,Human Resources,5.32632414203531
2020-02-07,US,Architecture,-0.34469174709475
2020-02-07,US,Arts & Entertainment,-4.41078403353339
2020-02-07,US,Personal Care & Home Health,8.98145135047186
2020-02-07,US,Food Preparation & Service,-0.74316290130797
2020-02-07,US,Mathematics,-0.791922391605615
2020-02-07,US,Administrative Assistance,0.0695686742198331
2020-02-07,US,Industrial Engineering,-1.27193847367384
2020-02-07,US,Legal,-0.452889632765574
2020-02-07,US,Physicians & Surgeons,0.626118067978521
2020-02-07,US,Media & Communications,-0.373134328358216
2020-02-07,US,Sales,0.0408663669799747
2020-02-07,US,Driving,-4.30107526881721
2020-02-07,US,Mining,1.00694794079146
2020-02-07,US,Retail,3.53809420447146
2020-02-07,US,Sports,-1.43323119501829
2020-02-07,US,Chemical Engineering,2.09365833923334
2020-02-07,US,Mechanical Engineering,0.86172741679873
2020-02-07,US,Banking & Finance,-0.576426157821508
2020-02-07,US,Installation & Maintenance,-0.489070765545463
2020-02-07,US,Medical Information,0.119605302501746
2020-02-07,US,Medical Technician,-0.189167662285938
2020-02-07,US,Project Management,-0.444400553031798
2020-02-07,US,Scientific Research & Development,-0.809476801579456
2020-02-07,US,Community & Social Service,0.683371298405455
2020-02-07,US,Therapy,-0.335438042620362
2020-02-07,US,Aviation,4.13389796329904
2020-02-07,US,Customer Service,0.549395664768748
2020-02-07,US,Civil Engineering,0.00992358836955365
2020-02-07,US,Nursing,-0.230092036814711
2020-02-07,US,Military,1.91120258747428
2020-02-07,US,Beauty & Wellness,-1.3219361892456
2020-02-07,US,Pharmacy,-2.8898254063817
2020-02-07,US,IT Operations & Helpdesk,-0.129417620706829
2020-02-07,US,Information Design & Documentation,1.22930504609893
2020-02-07,US,Childcare,0.319265688915493
2020-02-07,US,Education & Instruction,1.01512738853502
2020-02-07,US,Insurance,1.77026355047241
2020-02-07,US,Marketing,0.297914597815296
2020-02-07,US,Dental,0.533122716951318
2020-02-07,US,Logistic Support,-2.08026690216857
2020-02-07,US,Loading & Stocking,-0.527468152866239
2020-02-07,US,Accounting,-0.278440731901353
2020-02-07,US,Management,0.631786771964471
2020-02-07,US,Security & Public Safety,-1.36545401345948
2020-02-07,US,Real Estate,0.595592614651586
2020-02-07,US,Cleaning & Sanitation,-1.60205696202532
2020-02-07,US,Veterinary,1.95999597949543
2020-02-07,US,Agriculture & Forestry,-0.448255700643152
2020-02-07,US,Electrical Engineering,-0.473886859512296
2020-02-07,US,Hospitality & Tourism,-0.315426318383449
2020-02-07,US,Construction,-1.02221348535482
2020-02-07,US,Software Development,-1.64932259964656
2020-02-07,US,Production & Manufacturing,-0.129546586945684
2020-02-07,US,Social Science,2.91203842689882
2020-02-07,US,Uncategorized,6.1662468513854
2020-02-08,US,Human Resources,5.43456741239359
2020-02-08,US,Architecture,-0.314650934119964
2020-02-08,US,Arts & Entertainment,-4.76100151745068
2020-02-08,US,Personal Care & Home Health,9.17272037298058
2020-02-08,US,Food Preparation & Service,-1.08641975308641
2020-02-08,US,Mathematics,-0.720560655414082
2020-02-08,US,Administrative Assistance,0.0793493354493302
2020-02-08,US,Industrial Engineering,-1.46379801552217
2020-02-08,US,Legal,-0.59827383287564
2020-02-08,US,Physicians & Surgeons,0.526054590570713
2020-02-08,US,Media & Communications,-0.303653638946033
2020-02-08,US,Sales,0.450819672131164
2020-02-08,US,Driving,-5.76887232059645
2020-02-08,US,Mining,1.63289990928335
2020-02-08,US,Retail,5.27012127894158
2020-02-08,US,Sports,-2.05304518664048
2020-02-08,US,Chemical Engineering,3.94108684611478
2020-02-08,US,Mechanical Engineering,0.997826516498712
2020-02-08,US,Banking & Finance,-0.406988286678578
2020-02-08,US,Installation & Maintenance,-0.587825047324897
2020-02-08,US,Medical Information,0.0497809637594493
2020-02-08,US,Medical Technician,-0.327999204850415
2020-02-08,US,Project Management,-0.482568445932652
2020-02-08,US,Scientific Research & Development,-0.945254037022458
2020-02-08,US,Community & Social Service,0.503653960102701
2020-02-08,US,Therapy,-0.433497536945815
2020-02-08,US,Aviation,3.95889996977941
2020-02-08,US,Customer Service,0.428671119529445
2020-02-08,US,Civil Engineering,-0.287128712871298
2020-02-08,US,Nursing,-0.429270240591006
2020-02-08,US,Military,1.62688748173403
2020-02-08,US,Beauty & Wellness,-1.51966626936829
2020-02-08,US,Pharmacy,-2.95003010234798
2020-02-08,US,IT Operations & Helpdesk,-0.228514654744172
2020-02-08,US,Information Design & Documentation,1.25605775887647
2020-02-08,US,Childcare,0.269111930628929
2020-02-08,US,Education & Instruction,1.04270109235352
2020-02-08,US,Insurance,1.74637824965271
2020-02-08,US,Marketing,0.356824264049949
2020-02-08,US,Dental,0.711954909522405
2020-02-08,US,Logistic Support,-2.63080970476468
2020-02-08,US,Loading & Stocking,-0.616057233704292
2020-02-08,US,Accounting,0.307753400178701
2020-02-08,US,Management,0.590900137876704
2020-02-08,US,Security & Public Safety,-1.56325856879309
2020-02-08,US,Real Estate,0.574712643678166
2020-02-08,US,Cleaning & Sanitation,-1.97199763360284
2020-02-08,US,Veterinary,2.3220747889023
2020-02-08,US,Agriculture & Forestry,-0.765059074181684
2020-02-08,US,Electrical Engineering,-0.531862503693492
2020-02-08,US,Hospitality & Tourism,-0.952474469756481
2020-02-08,US,Construction,-1.50112096695585
2020-02-08,US,Software Development,-1.63501076953202
2020-02-08,US,Production & Manufacturing,-0.189130001990845
2020-02-08,US,Social Science,3.06723948446397
2020-02-08,US,Uncategorized,6.34504985396314
2020-02-09,US,Human Resources,5.56654142772395
2020-02-09,US,Architecture,-0.225911010706226
2020-02-09,US,Arts & Entertainment,-4.92811199394627
2020-02-09,US,Personal Care & Home Health,9.25444299956652
2020-02-09,US,Food Preparation & Service,-1.29153110519571
2020-02-09,US,Mathematics,-0.581338062863324
2020-02-09,US,Administrative Assistance,0.128789379829608
2020-02-09,US,Industrial Engineering,-1.43249607535323
2020-02-09,US,Legal,-0.684864494667825
2020-02-09,US,Physicians & Surgeons,0.516231509977172
2020-02-09,US,Media & Communications,-0.097847358121339
2020-02-09,US,Sales,0.593897194347726
2020-02-09,US,Driving,-5.74916138650763
2020-02-09,US,Mining,2.11034066927946
2020-02-09,US,Retail,5.6014996140699
2020-02-09,US,Sports,-2.18520333170015
2020-02-09,US,Chemical Engineering,5.4658132683125
2020-02-09,US,Mechanical Engineering,1.25345440189499
2020-02-09,US,Banking & Finance,-0.554949955405815
2020-02-09,US,Installation & Maintenance,-0.646701820714357
2020-02-09,US,Medical Information,0.0497809637594493
2020-02-09,US,Medical Technician,-0.357639578780056
2020-02-09,US,Project Management,-0.550206327372771
2020-02-09,US,Scientific Research & Development,-1.02211302211302
2020-02-09,US,Community & Social Service,0.335173501577279
2020-02-09,US,Therapy,-0.50236406619385
2020-02-09,US,Aviation,3.88916876574308
2020-02-09,US,Customer Service,0.258861011549194
2020-02-09,US,Civil Engineering,-0.553250345781464
2020-02-09,US,Nursing,-0.498902414687685
2020-02-09,US,Military,1.53308752183194
2020-02-09,US,Beauty & Wellness,-1.49075730471079
2020-02-09,US,Pharmacy,-3.18145323163388
2020-02-09,US,IT Operations & Helpdesk,-0.208436724565753
2020-02-09,US,Information Design & Documentation,1.33307001086207
2020-02-09,US,Childcare,0.119533818109385
2020-02-09,US,Education & Instruction,1.03103003866363
2020-02-09,US,Insurance,1.92536720920999
2020-02-09,US,Marketing,0.425531914893629
2020-02-09,US,Dental,0.823167708023398
2020-02-09,US,Logistic Support,-2.84604176784847
2020-02-09,US,Loading & Stocking,-0.674870980547848
2020-02-09,US,Accounting,0.406302645922096
2020-02-09,US,Management,0.609816071604219
2020-02-09,US,Security & Public Safety,-1.71395371356637
2020-02-09,US,Real Estate,0.614165428429914
2020-02-09,US,Cleaning & Sanitation,-2.21587551703762
2020-02-09,US,Veterinary,2.58135797509038
2020-02-09,US,Agriculture & Forestry,-1.23112436279696
2020-02-09,US,Electrical Engineering,-0.442956983955112
2020-02-09,US,Hospitality & Tourism,-1.26594700686948
2020-02-09,US,Construction,-1.25596339207477
2020-02-09,US,Software Development,-1.60171891786307
2020-02-09,US,Production & Manufacturing,-0.27846842366982
2020-02-09,US,Social Science,3.1396391906708
2020-02-09,US,Uncategorized,6.59883135200483
2020-02-10,US,Human Resources,5.4211513775057
2020-02-10,US,Architecture,-0.343473994111887
2020-02-10,US,Arts & Entertainment,-5.17567057045711
2020-02-10,US,Personal Care & Home Health,9.17560394323475
2020-02-10,US,Food Preparation & Service,-1.65321787049794
2020-02-10,US,Mathematics,-0.491593746927543
2020-02-10,US,Administrative Assistance,-0.098960910440371
2020-02-10,US,Industrial Engineering,-1.68478793221667
2020-02-10,US,Legal,-1.16086235489222
2020-02-10,US,Physicians & Surgeons,0.138930237173773
2020-02-10,US,Media & Communications,-0.058651026392964
2020-02-10,US,Sales,0.429711479435246
2020-02-10,US,Driving,-5.90426522629911
2020-02-10,US,Mining,1.43143143143143
2020-02-10,US,Retail,5.99647266313932
2020-02-10,US,Sports,-2.54278728606356
2020-02-10,US,Chemical Engineering,6.46110153159549
2020-02-10,US,Mechanical Engineering,1.23322809786899
2020-02-10,US,Banking & Finance,0.188361257063541
2020-02-10,US,Installation & Maintenance,-1.07281215853779
2020-02-10,US,Medical Information,-0.258809476408517
2020-02-10,US,Medical Technician,-0.645353455123121
2020-02-10,US,Project Management,-0.853526930246251
2020-02-10,US,Scientific Research & Development,-1.31424087877599
2020-02-10,US,Community & Social Service,-0.314650934119964
2020-02-10,US,Therapy,-0.826934435912585
2020-02-10,US,Aviation,2.99768634946183
2020-02-10,US,Customer Service,-0.208685282718868
2020-02-10,US,Civil Engineering,-1.30228887134963
2020-02-10,US,Nursing,-0.737713089422798
2020-02-10,US,Military,1.44927536231885
2020-02-10,US,Beauty & Wellness,-1.50218861918026
2020-02-10,US,Pharmacy,-0.140477623921331
2020-02-10,US,IT Operations & Helpdesk,-0.505701536936032
2020-02-10,US,Information Design & Documentation,1.27231482394714
2020-02-10,US,Childcare,-0.179229313950025
2020-02-10,US,Education & Instruction,0.791217485906426
2020-02-10,US,Insurance,1.88604327973001
2020-02-10,US,Marketing,0.256942385611225
2020-02-10,US,Dental,0.437680294439469
2020-02-10,US,Logistic Support,-3.36882865440465
2020-02-10,US,Loading & Stocking,-1.08038457726237
2020-02-10,US,Accounting,0.316768956642255
2020-02-10,US,Management,0.491303920605279
2020-02-10,US,Security & Public Safety,-2.20055979152591
2020-02-10,US,Real Estate,0.138545274616519
2020-02-10,US,Cleaning & Sanitation,-2.82008450427433
2020-02-10,US,Veterinary,2.71869983948636
2020-02-10,US,Agriculture & Forestry,-1.80705612391242
2020-02-10,US,Electrical Engineering,-0.649286768322688
2020-02-10,US,Hospitality & Tourism,-1.87053177945353
2020-02-10,US,Construction,-1.42926592124453
2020-02-10,US,Software Development,-1.6091281451141
2020-02-10,US,Production & Manufacturing,-0.745600954369219
2020-02-10,US,Social Science,3.09391165937127
2020-02-10,US,Uncategorized,6.44804345639272
2020-02-11,US,Human Resources,5.58405682715075
2020-02-11,US,Architecture,-0.0196270853778269
2020-02-11,US,Arts & Entertainment,-6.65219852802416
2020-02-11,US,Personal Care & Home Health,9.33506606021224
2020-02-11,US,Food Preparation & Service,-1.91458026509572
2020-02-11,US,Mathematics,-0.235663786331508
2020-02-11,US,Administrative Assistance,-0.019770660340046
2020-02-11,US,Industrial Engineering,-1.63405088062623
2020-02-11,US,Legal,-1.32347216815881
2020-02-11,US,Physicians & Surgeons,0.257910921535554
2020-02-11,US,Media & Communications,0.556858147713957
2020-02-11,US,Sales,0.582941296788708
2020-02-11,US,Driving,-5.84675542314496
2020-02-11,US,Mining,1.06605559430109
2020-02-11,US,Retail,6.23622741295724
2020-02-11,US,Sports,-2.44116785470169
2020-02-11,US,Chemical Engineering,7.29356867518767
2020-02-11,US,Mechanical Engineering,1.48075024679171
