date,state,% gap in trend over last year
2020-12-11,MO,-4.5
2020-02-01,MS,0
2020-02-02,MS,0.4
2020-02-03,MS,0.5
2020-02-04,MS,0.5
2020-02-05,MS,0.7000000000000001
2020-02-06,MS,0.8
2020-02-07,MS,0.5
2020-02-08,MS,0.7000000000000001
2020-02-09,MS,0.7000000000000001
2020-02-10,MS,0.8
2020-02-11,MS,1
2020-02-12,MS,0.7000000000000001
2020-02-13,MS,0.1
2020-02-14,MS,-0.3
2020-02-15,MS,-1.5
2020-02-16,MS,-2.3
2020-02-17,MS,-3.1
2020-02-18,MS,-4
2020-02-19,MS,-4.3
2020-02-20,MS,-4.3999999999999995
2020-02-21,MS,-4.7
2020-02-22,MS,-4.7
2020-02-23,MS,-5
2020-02-24,MS,-5.2
2020-02-25,MS,-5.3
2020-02-26,MS,-5.6000000000000005
2020-02-27,MS,-5.800000000000001
2020-02-28,MS,-5.800000000000001
2020-02-29,MS,-5.5
2020-03-01,MS,-5.3
2020-03-02,MS,-5.3
2020-03-03,MS,-5.2
2020-03-04,MS,-5.1
2020-03-05,MS,-5.1
2020-03-06,MS,-5.5
2020-03-07,MS,-5.7
2020-03-08,MS,-5.800000000000001
2020-03-09,MS,-6.1
2020-03-10,MS,-6.4
2020-03-11,MS,-6.9
2020-03-12,MS,-7.199999999999999
2020-03-13,MS,-7.7
2020-03-14,MS,-8.1
2020-03-15,MS,-8.7
2020-03-16,MS,-9.3
2020-03-17,MS,-9.9
2020-03-18,MS,-10.299999999999999
2020-03-19,MS,-11
2020-03-20,MS,-11.3
2020-03-21,MS,-12.2
2020-03-22,MS,-12.8
2020-03-23,MS,-13.5
2020-03-24,MS,-14.299999999999999
2020-03-25,MS,-15
2020-03-26,MS,-16
2020-03-27,MS,-17.1
2020-03-28,MS,-17.8
2020-03-29,MS,-18.8
2020-03-30,MS,-19.5
2020-03-31,MS,-20.1
2020-04-01,MS,-20.599999999999998
2020-04-02,MS,-21.099999999999998
2020-04-03,MS,-21.9
2020-04-04,MS,-22.900000000000002
2020-04-05,MS,-23.7
2020-04-06,MS,-24.7
2020-04-07,MS,-25.8
2020-04-08,MS,-26.700000000000003
2020-04-09,MS,-27.3
2020-04-10,MS,-27.800000000000004
2020-04-11,MS,-28.4
2020-04-12,MS,-29.2
2020-04-13,MS,-30.099999999999998
2020-04-14,MS,-30.9
2020-04-15,MS,-31.6
2020-04-16,MS,-32.4
2020-04-17,MS,-33.2
2020-04-18,MS,-33.5
2020-04-19,MS,-33.900000000000006
2020-04-20,MS,-34.1
2020-04-21,MS,-34.4
2020-04-22,MS,-34.9
2020-04-23,MS,-36
2020-04-24,MS,-37
2020-04-25,MS,-37.5
2020-04-26,MS,-37.9
2020-04-27,MS,-38.4
2020-04-28,MS,-38.7
2020-04-29,MS,-38.800000000000004
2020-04-30,MS,-38.2
2020-05-01,MS,-37.5
2020-05-02,MS,-37.2
2020-05-03,MS,-36.9
2020-05-04,MS,-36.6
2020-05-05,MS,-36.4
2020-05-06,MS,-36.4
2020-05-07,MS,-36.4
2020-05-08,MS,-36.4
2020-05-09,MS,-36.1
2020-05-10,MS,-35.8
2020-05-11,MS,-35.699999999999996
2020-05-12,MS,-35.5
2020-05-13,MS,-35.5
2020-05-14,MS,-35.3
2020-05-15,MS,-34.699999999999996
2020-05-16,MS,-34.2
2020-05-17,MS,-33.6
2020-05-18,MS,-33.1
2020-05-19,MS,-32.7
2020-05-20,MS,-32
2020-05-21,MS,-31.2
2020-05-22,MS,-30.8
2020-05-23,MS,-30.7
2020-05-24,MS,-30.3
2020-05-25,MS,-30.2
2020-05-26,MS,-29.9
2020-05-27,MS,-29.4
2020-05-28,MS,-29.099999999999998
2020-05-29,MS,-28.7
2020-05-30,MS,-28.199999999999996
2020-05-31,MS,-27.800000000000004
2020-06-01,MS,-27.1
2020-06-02,MS,-26.5
2020-06-03,MS,-25.8
2020-06-04,MS,-25
2020-06-05,MS,-24.2
2020-06-06,MS,-23.400000000000002
2020-06-07,MS,-22.400000000000002
2020-06-08,MS,-21.6
2020-06-09,MS,-20.9
2020-06-10,MS,-20.4
2020-06-11,MS,-20.1
2020-06-12,MS,-19.900000000000002
2020-06-13,MS,-19.2
2020-06-14,MS,-18.8
2020-06-15,MS,-18.4
2020-06-16,MS,-17.8
2020-06-17,MS,-17.4
2020-06-18,MS,-16.8
2020-06-19,MS,-15.9
2020-06-20,MS,-15.4
2020-06-21,MS,-14.499999999999998
2020-06-22,MS,-13.4
2020-06-23,MS,-12.9
2020-06-24,MS,-12.3
2020-06-25,MS,-11.700000000000001
2020-06-26,MS,-11.4
2020-06-27,MS,-10.2
2020-06-28,MS,-8.9
2020-06-29,MS,-7.7
2020-06-30,MS,-7.1
2020-07-01,MS,-6.2
2020-07-02,MS,-5.4
2020-07-03,MS,-4.3
2020-07-04,MS,-4.3999999999999995
2020-07-05,MS,-5
2020-07-06,MS,-5.6000000000000005
2020-07-07,MS,-5
2020-07-08,MS,-5
2020-07-09,MS,-4.6
2020-07-10,MS,-4.7
2020-07-11,MS,-4.8
2020-07-12,MS,-4.7
2020-07-13,MS,-4.6
2020-07-14,MS,-4.6
2020-07-15,MS,-4.2
2020-07-16,MS,-4.5
2020-07-17,MS,-4.3
2020-07-18,MS,-4.1000000000000005
2020-07-19,MS,-3.6999999999999997
2020-07-20,MS,-3.4000000000000004
2020-07-21,MS,-2.9000000000000004
2020-07-22,MS,-2.4
2020-07-23,MS,-1.6
2020-07-24,MS,-0.8
2020-07-25,MS,0.1
2020-07-26,MS,0.6
2020-07-27,MS,1.4000000000000001
2020-07-28,MS,2
2020-07-29,MS,2.6
2020-07-30,MS,3.2
2020-07-31,MS,3.5000000000000004
2020-08-01,MS,3.5000000000000004
2020-08-02,MS,3.8
2020-08-03,MS,4
2020-08-04,MS,4.3
2020-08-05,MS,4.3999999999999995
2020-08-06,MS,3.8
2020-08-07,MS,3.5000000000000004
2020-08-08,MS,3.1
2020-08-09,MS,2.9000000000000004
2020-08-10,MS,2.5
2020-08-11,MS,2.1999999999999997
2020-08-12,MS,1.5
2020-08-13,MS,0.5
2020-08-14,MS,-0.8
2020-08-15,MS,-1.7000000000000002
2020-08-16,MS,-2.9000000000000004
2020-08-17,MS,-4.1000000000000005
2020-08-18,MS,-5.3
2020-08-19,MS,-6
2020-08-20,MS,-6.1
2020-08-21,MS,-6.2
2020-08-22,MS,-6.5
2020-08-23,MS,-6.5
2020-08-24,MS,-6.7
2020-08-25,MS,-6.6000000000000005
2020-08-26,MS,-7.1
2020-08-27,MS,-7.5
2020-08-28,MS,-8
2020-08-29,MS,-8.1
2020-08-30,MS,-8.5
2020-08-31,MS,-8.9
2020-09-01,MS,-9.4
2020-09-02,MS,-9.8
2020-09-03,MS,-10
2020-09-04,MS,-10
2020-09-05,MS,-10.100000000000001
2020-09-06,MS,-10.2
2020-09-07,MS,-10.4
2020-09-08,MS,-10.5
2020-09-09,MS,-10.4
2020-09-10,MS,-10.5
2020-09-11,MS,-10.7
2020-09-12,MS,-11.1
2020-09-13,MS,-11.3
2020-09-14,MS,-11.3
2020-09-15,MS,-11.4
2020-09-16,MS,-11.4
2020-09-17,MS,-11.200000000000001
2020-09-18,MS,-11.200000000000001
2020-09-19,MS,-11.3
2020-09-20,MS,-11.3
2020-09-21,MS,-11.4
2020-09-22,MS,-11.4
2020-09-23,MS,-11.5
2020-09-24,MS,-11.5
2020-09-25,MS,-11.4
2020-09-26,MS,-11.1
2020-09-27,MS,-11
2020-09-28,MS,-11
2020-09-29,MS,-11
2020-09-30,MS,-11
2020-10-01,MS,-11.4
2020-10-02,MS,-11.700000000000001
2020-10-03,MS,-11.899999999999999
2020-10-04,MS,-12.1
2020-10-05,MS,-12.2
2020-10-06,MS,-12.4
2020-10-07,MS,-12.7
2020-10-08,MS,-12.6
2020-10-09,MS,-12.3
2020-10-10,MS,-12.1
2020-10-11,MS,-11.799999999999999
2020-10-12,MS,-11.5
2020-10-13,MS,-11
2020-10-14,MS,-10.6
2020-10-15,MS,-10.5
2020-10-16,MS,-10.6
2020-10-17,MS,-10.8
2020-10-18,MS,-10.9
2020-10-19,MS,-11.1
2020-10-20,MS,-11.200000000000001
2020-10-21,MS,-11.200000000000001
2020-10-22,MS,-11.1
2020-10-23,MS,-11.1
2020-10-24,MS,-10.8
2020-10-25,MS,-10.6
2020-10-26,MS,-10.5
2020-10-27,MS,-10.4
2020-10-28,MS,-10.5
2020-10-29,MS,-10.299999999999999
2020-10-30,MS,-9.9
2020-10-31,MS,-9.700000000000001
2020-11-01,MS,-9.5
2020-11-02,MS,-9.3
2020-11-03,MS,-9.2
2020-11-04,MS,-8.9
2020-11-05,MS,-8.799999999999999
2020-11-06,MS,-9.1
2020-11-07,MS,-9
2020-11-08,MS,-8.9
2020-11-09,MS,-8.7
2020-11-10,MS,-8.4
2020-11-11,MS,-8.200000000000001
2020-11-12,MS,-7.8
2020-11-13,MS,-7.3
2020-11-14,MS,-7.5
2020-11-15,MS,-7.5
2020-11-16,MS,-7.6
2020-11-17,MS,-7.8
2020-11-18,MS,-7.8
2020-11-19,MS,-8
2020-11-20,MS,-8.200000000000001
2020-11-21,MS,-8.1
2020-11-22,MS,-8.1
2020-11-23,MS,-8.1
2020-11-24,MS,-8.1
2020-11-25,MS,-8.3
2020-11-26,MS,-8.3
2020-11-27,MS,-8.1
2020-11-28,MS,-8
2020-11-29,MS,-8
2020-11-30,MS,-7.7
2020-12-01,MS,-7.7
2020-12-02,MS,-6.800000000000001
2020-12-03,MS,-6.1
2020-12-04,MS,-5.5
2020-12-05,MS,-4.8
2020-12-06,MS,-4.2
2020-12-07,MS,-4.1000000000000005
2020-12-08,MS,-3.5999999999999996
2020-12-09,MS,-4
2020-12-10,MS,-4.2
2020-12-11,MS,-4.2
2020-02-01,MT,0
2020-02-02,MT,-0.3
2020-02-03,MT,-0.4
2020-02-04,MT,-0.8
2020-02-05,MT,-0.4
2020-02-06,MT,0
2020-02-07,MT,0.1
2020-02-08,MT,0.5
2020-02-09,MT,0.8999999999999999
2020-02-10,MT,1.2
2020-02-11,MT,1.7000000000000002
2020-02-12,MT,1.9
2020-02-13,MT,2
2020-02-14,MT,2.1
2020-02-15,MT,2
2020-02-16,MT,1.7999999999999998
2020-02-17,MT,1.6
2020-02-18,MT,1.4000000000000001
2020-02-19,MT,0.8999999999999999
2020-02-20,MT,0.4
2020-02-21,MT,-0.1
2020-02-22,MT,-0.5
2020-02-23,MT,-0.7000000000000001
2020-02-24,MT,-0.8
2020-02-25,MT,-0.8
2020-02-26,MT,-0.8
2020-02-27,MT,-0.7000000000000001
2020-02-28,MT,-0.4
2020-02-29,MT,-0.1
2020-03-01,MT,0.1
2020-03-02,MT,0.4
2020-03-03,MT,0.4
2020-03-04,MT,0.3
2020-03-05,MT,0.2
2020-03-06,MT,-0.1
2020-03-07,MT,-0.4
2020-03-08,MT,-0.4
2020-03-09,MT,-0.8
2020-03-10,MT,-0.8999999999999999
2020-03-11,MT,-0.8999999999999999
2020-03-12,MT,-1
2020-03-13,MT,-1.0999999999999999
2020-03-14,MT,-1.2
2020-03-15,MT,-1.4000000000000001
2020-03-16,MT,-1.6
2020-03-17,MT,-2.1
2020-03-18,MT,-2.8000000000000003
2020-03-19,MT,-3.5000000000000004
2020-03-20,MT,-4.3999999999999995
2020-03-21,MT,-6
2020-03-22,MT,-7.3999999999999995
2020-03-23,MT,-8.799999999999999
2020-03-24,MT,-10.299999999999999
2020-03-25,MT,-11.899999999999999
2020-03-26,MT,-13.4
2020-03-27,MT,-15
2020-03-28,MT,-16.3
2020-03-29,MT,-17.9
2020-03-30,MT,-19
2020-03-31,MT,-20.4
2020-04-01,MT,-21.8
2020-04-02,MT,-23.200000000000003
2020-04-03,MT,-24.5
2020-04-04,MT,-25.900000000000002
2020-04-05,MT,-27.500000000000004
2020-04-06,MT,-29.2
2020-04-07,MT,-30.599999999999998
2020-04-08,MT,-31.8
2020-04-09,MT,-33
2020-04-10,MT,-34.2
2020-04-11,MT,-35
2020-04-12,MT,-35.6
2020-04-13,MT,-36.4
2020-04-14,MT,-37
2020-04-15,MT,-37.4
2020-04-16,MT,-37.6
2020-04-17,MT,-37.8
2020-04-18,MT,-38.1
2020-04-19,MT,-38.4
2020-04-20,MT,-38.3
2020-04-21,MT,-38.4
2020-04-22,MT,-38.7
2020-04-23,MT,-39.300000000000004
2020-04-24,MT,-39.7
2020-04-25,MT,-39.800000000000004
2020-04-26,MT,-39.800000000000004
2020-04-27,MT,-39.900000000000006
2020-04-28,MT,-40
2020-04-29,MT,-40.1
2020-04-30,MT,-39.7
2020-05-01,MT,-39.300000000000004
2020-05-02,MT,-39.5
2020-05-03,MT,-39.5
2020-05-04,MT,-39.6
2020-05-05,MT,-39.6
2020-05-06,MT,-39.6
2020-05-07,MT,-39.6
2020-05-08,MT,-39.4
2020-05-09,MT,-38.9
2020-05-10,MT,-38.5
2020-05-11,MT,-38.1
2020-05-12,MT,-37.6
2020-05-13,MT,-37.9
2020-05-14,MT,-37.8
2020-05-15,MT,-37.4
2020-05-16,MT,-37.1
2020-05-17,MT,-36.8
2020-05-18,MT,-36.4
2020-05-19,MT,-35.9
2020-05-20,MT,-34.9
2020-05-21,MT,-34.2
2020-05-22,MT,-33.800000000000004
2020-05-23,MT,-33.7
2020-05-24,MT,-33.5
2020-05-25,MT,-33.4
2020-05-26,MT,-33.4
2020-05-27,MT,-33.5
2020-05-28,MT,-33.5
2020-05-29,MT,-33.300000000000004
2020-05-30,MT,-32.9
2020-05-31,MT,-32.300000000000004
2020-06-01,MT,-31.8
2020-06-02,MT,-31.8
2020-06-03,MT,-31.3
2020-06-04,MT,-31
2020-06-05,MT,-30.9
2020-06-06,MT,-30.7
2020-06-07,MT,-30.7
2020-06-08,MT,-30.599999999999998
2020-06-09,MT,-30.099999999999998
2020-06-10,MT,-29.9
2020-06-11,MT,-29.799999999999997
2020-06-12,MT,-29.5
2020-06-13,MT,-28.999999999999996
2020-06-14,MT,-28.599999999999998
2020-06-15,MT,-28.199999999999996
2020-06-16,MT,-28.000000000000004
2020-06-17,MT,-27.6
2020-06-18,MT,-27
2020-06-19,MT,-26.400000000000002
2020-06-20,MT,-26.1
2020-06-21,MT,-25.5
2020-06-22,MT,-25
2020-06-23,MT,-24.6
2020-06-24,MT,-24.2
2020-06-25,MT,-23.7
2020-06-26,MT,-23.7
2020-06-27,MT,-23.3
2020-06-28,MT,-22.8
2020-06-29,MT,-22.1
2020-06-30,MT,-21.8
2020-07-01,MT,-21.5
2020-07-02,MT,-21.2
2020-07-03,MT,-20.599999999999998
2020-07-04,MT,-20.5
2020-07-05,MT,-20.5
2020-07-06,MT,-20.7
2020-07-07,MT,-20.3
2020-07-08,MT,-19.8
2020-07-09,MT,-19.5
2020-07-10,MT,-19.400000000000002
2020-07-11,MT,-19.400000000000002
2020-07-12,MT,-19.5
2020-07-13,MT,-19.5
2020-07-14,MT,-19.5
2020-07-15,MT,-19.400000000000002
2020-07-16,MT,-19.3
2020-07-17,MT,-19
2020-07-18,MT,-18.7
2020-07-19,MT,-18.3
2020-07-20,MT,-17.8
2020-07-21,MT,-17.4
2020-07-22,MT,-16.900000000000002
2020-07-23,MT,-16.400000000000002
2020-07-24,MT,-15.7
2020-07-25,MT,-14.899999999999999
2020-07-26,MT,-14.299999999999999
2020-07-27,MT,-13.700000000000001
2020-07-28,MT,-13.200000000000001
2020-07-29,MT,-12.8
2020-07-30,MT,-12.2
2020-07-31,MT,-12
2020-08-01,MT,-11.799999999999999
2020-08-02,MT,-11.899999999999999
2020-08-03,MT,-12
2020-08-04,MT,-11.899999999999999
2020-08-05,MT,-11.899999999999999
2020-08-06,MT,-12.3
2020-08-07,MT,-12.6
2020-08-08,MT,-13.3
2020-08-09,MT,-13.700000000000001
2020-08-10,MT,-14.099999999999998
2020-08-11,MT,-14.299999999999999
2020-08-12,MT,-14.799999999999999
2020-08-13,MT,-15
2020-08-14,MT,-15.1
2020-08-15,MT,-14.899999999999999
2020-08-16,MT,-14.7
2020-08-17,MT,-14.399999999999999
2020-08-18,MT,-14.299999999999999
2020-08-19,MT,-13.900000000000002
2020-08-20,MT,-13.600000000000001
2020-08-21,MT,-13.5
2020-08-22,MT,-13.3
2020-08-23,MT,-13.3
2020-08-24,MT,-13.3
2020-08-25,MT,-13.3
2020-08-26,MT,-13.3
2020-08-27,MT,-13.4
2020-08-28,MT,-13.3
2020-08-29,MT,-13.100000000000001
2020-08-30,MT,-12.9
2020-08-31,MT,-12.5
2020-09-01,MT,-12.1
2020-09-02,MT,-11.899999999999999
2020-09-03,MT,-11.5
2020-09-04,MT,-11.200000000000001
2020-09-05,MT,-11.3
2020-09-06,MT,-11.200000000000001
2020-09-07,MT,-11.3
2020-09-08,MT,-11.1
2020-09-09,MT,-10.7
2020-09-10,MT,-10.2
2020-09-11,MT,-9.700000000000001
2020-09-12,MT,-9.2
2020-09-13,MT,-8.799999999999999
2020-09-14,MT,-8.4
2020-09-15,MT,-8.3
2020-09-16,MT,-8.4
2020-09-17,MT,-8.6
2020-09-18,MT,-8.799999999999999
2020-09-19,MT,-8.799999999999999
2020-09-20,MT,-8.799999999999999
2020-09-21,MT,-8.799999999999999
2020-09-22,MT,-8.5
2020-09-23,MT,-8.1
2020-09-24,MT,-7.6
2020-09-25,MT,-7.1
2020-09-26,MT,-6.9
2020-09-27,MT,-6.7
2020-09-28,MT,-6.3
2020-09-29,MT,-6.2
2020-09-30,MT,-6.3
2020-10-01,MT,-6.5
2020-10-02,MT,-6.7
2020-10-03,MT,-6.7
2020-10-04,MT,-6.7
2020-10-05,MT,-6.7
2020-10-06,MT,-6.7
2020-10-07,MT,-6.6000000000000005
2020-10-08,MT,-6.2
2020-10-09,MT,-5.8999999999999995
2020-10-10,MT,-5.7
2020-10-11,MT,-5.4
2020-10-12,MT,-5.1
2020-10-13,MT,-4.6
2020-10-14,MT,-4.3
2020-10-15,MT,-4
2020-10-16,MT,-4
2020-10-17,MT,-3.8
2020-10-18,MT,-3.5999999999999996
2020-10-19,MT,-3.4000000000000004
2020-10-20,MT,-3.5000000000000004
2020-10-21,MT,-3.5000000000000004
2020-10-22,MT,-3.5999999999999996
2020-10-23,MT,-3.5000000000000004
2020-10-24,MT,-3.5999999999999996
2020-10-25,MT,-3.6999999999999997
2020-10-26,MT,-3.6999999999999997
2020-10-27,MT,-4
2020-10-28,MT,-4.2
2020-10-29,MT,-4.3
2020-10-30,MT,-4.3999999999999995
2020-10-31,MT,-4.5
2020-11-01,MT,-4.7
2020-11-02,MT,-4.9
2020-11-03,MT,-5.3
2020-11-04,MT,-5.5
2020-11-05,MT,-5.800000000000001
2020-11-06,MT,-6.2
2020-11-07,MT,-6.800000000000001
2020-11-08,MT,-7.000000000000001
2020-11-09,MT,-7.3
2020-11-10,MT,-7.3
2020-11-11,MT,-7.5
2020-11-12,MT,-7.6
2020-11-13,MT,-7.8
2020-11-14,MT,-8
2020-11-15,MT,-8.5
2020-11-16,MT,-9
2020-11-17,MT,-9.4
2020-11-18,MT,-9.700000000000001
2020-11-19,MT,-10.2
2020-11-20,MT,-10.4
2020-11-21,MT,-10.4
2020-11-22,MT,-10.299999999999999
2020-11-23,MT,-10.100000000000001
2020-11-24,MT,-9.9
2020-11-25,MT,-9.9
2020-11-26,MT,-9.4
2020-11-27,MT,-9.3
2020-11-28,MT,-9.2
2020-11-29,MT,-9.1
2020-11-30,MT,-8.799999999999999
2020-12-01,MT,-8.799999999999999
2020-12-02,MT,-8.7
2020-12-03,MT,-8.799999999999999
2020-12-04,MT,-8.6
2020-12-05,MT,-8.200000000000001
2020-12-06,MT,-7.9
2020-12-07,MT,-8
2020-12-08,MT,-7.8
2020-12-09,MT,-7.3999999999999995
2020-12-10,MT,-6.9
2020-12-11,MT,-6.5
2020-02-01,NC,0
2020-02-02,NC,0.2
2020-02-03,NC,0.4
2020-02-04,NC,0.5
2020-02-05,NC,0.7000000000000001
2020-02-06,NC,1
2020-02-07,NC,1
2020-02-08,NC,0.8999999999999999
2020-02-09,NC,0.8
2020-02-10,NC,0.7000000000000001
2020-02-11,NC,0.8
2020-02-12,NC,0.8
2020-02-13,NC,0.7000000000000001
2020-02-14,NC,0.4
2020-02-15,NC,0
2020-02-16,NC,-0.3
2020-02-17,NC,-0.6
2020-02-18,NC,-1
2020-02-19,NC,-1.4000000000000001
2020-02-20,NC,-1.7999999999999998
2020-02-21,NC,-1.9
2020-02-22,NC,-1.9
2020-02-23,NC,-2
2020-02-24,NC,-2
2020-02-25,NC,-2
2020-02-26,NC,-2.1
2020-02-27,NC,-2.1999999999999997
2020-02-28,NC,-2.1
2020-02-29,NC,-1.9
2020-03-01,NC,-2
2020-03-02,NC,-2
2020-03-03,NC,-2.1
2020-03-04,NC,-2
2020-03-05,NC,-2.1
2020-03-06,NC,-2.5
2020-03-07,NC,-2.8000000000000003
2020-03-08,NC,-3
2020-03-09,NC,-3.2
2020-03-10,NC,-3.4000000000000004
2020-03-11,NC,-3.5000000000000004
2020-03-12,NC,-3.5999999999999996
2020-03-13,NC,-3.8
2020-03-14,NC,-4
2020-03-15,NC,-4.3
2020-03-16,NC,-4.7
2020-03-17,NC,-5.2
2020-03-18,NC,-6
2020-03-19,NC,-6.7
2020-03-20,NC,-7.6
2020-03-21,NC,-8.9
2020-03-22,NC,-10
2020-03-23,NC,-11.1
2020-03-24,NC,-12.2
2020-03-25,NC,-13.3
2020-03-26,NC,-14.6
2020-03-27,NC,-15.9
2020-03-28,NC,-17
2020-03-29,NC,-18.3
2020-03-30,NC,-19.5
2020-03-31,NC,-20.599999999999998
2020-04-01,NC,-21.8
2020-04-02,NC,-22.8
2020-04-03,NC,-23.7
2020-04-04,NC,-24.9
2020-04-05,NC,-26
2020-04-06,NC,-27.1
2020-04-07,NC,-28.299999999999997
2020-04-08,NC,-29.099999999999998
2020-04-09,NC,-30
2020-04-10,NC,-30.8
2020-04-11,NC,-31.3
2020-04-12,NC,-31.900000000000002
2020-04-13,NC,-32.5
2020-04-14,NC,-32.9
2020-04-15,NC,-33.2
2020-04-16,NC,-33.5
2020-04-17,NC,-33.800000000000004
2020-04-18,NC,-34.2
2020-04-19,NC,-34.5
2020-04-20,NC,-34.599999999999994
2020-04-21,NC,-34.8
2020-04-22,NC,-35.199999999999996
2020-04-23,NC,-35.9
2020-04-24,NC,-36.6
2020-04-25,NC,-36.8
2020-04-26,NC,-37.1
2020-04-27,NC,-37.3
2020-04-28,NC,-37.5
2020-04-29,NC,-37.6
2020-04-30,NC,-37.3
2020-05-01,NC,-37.1
2020-05-02,NC,-37.3
2020-05-03,NC,-37.3
2020-05-04,NC,-37.4
2020-05-05,NC,-37.5
2020-05-06,NC,-37.6
2020-05-07,NC,-37.6
2020-05-08,NC,-37.4
2020-05-09,NC,-37.1
2020-05-10,NC,-36.8
2020-05-11,NC,-36.7
2020-05-12,NC,-36.6
2020-05-13,NC,-36.7
2020-05-14,NC,-36.7
2020-05-15,NC,-36.6
2020-05-16,NC,-36.4
2020-05-17,NC,-36.1
2020-05-18,NC,-35.8
2020-05-19,NC,-35.6
2020-05-20,NC,-35.099999999999994
2020-05-21,NC,-34.599999999999994
2020-05-22,NC,-34.4
2020-05-23,NC,-34
2020-05-24,NC,-33.900000000000006
2020-05-25,NC,-33.6
2020-05-26,NC,-33.4
2020-05-27,NC,-33
2020-05-28,NC,-32.9
2020-05-29,NC,-32.300000000000004
2020-05-30,NC,-31.8
2020-05-31,NC,-31
2020-06-01,NC,-30.3
2020-06-02,NC,-29.7
2020-06-03,NC,-29.2
2020-06-04,NC,-28.599999999999998
2020-06-05,NC,-28.599999999999998
2020-06-06,NC,-28.7
2020-06-07,NC,-28.799999999999997
2020-06-08,NC,-28.7
2020-06-09,NC,-28.7
2020-06-10,NC,-28.7
2020-06-11,NC,-28.799999999999997
2020-06-12,NC,-28.499999999999996
2020-06-13,NC,-28.000000000000004
2020-06-14,NC,-27.800000000000004
2020-06-15,NC,-27.6
2020-06-16,NC,-27.3
2020-06-17,NC,-26.900000000000002
2020-06-18,NC,-26.5
2020-06-19,NC,-26.1
2020-06-20,NC,-26.1
2020-06-21,NC,-25.7
2020-06-22,NC,-25.3
2020-06-23,NC,-25.2
2020-06-24,NC,-25.2
2020-06-25,NC,-24.9
2020-06-26,NC,-24.9
2020-06-27,NC,-24.4
2020-06-28,NC,-24
2020-06-29,NC,-23.7
2020-06-30,NC,-23.200000000000003
2020-07-01,NC,-22.8
2020-07-02,NC,-22.5
2020-07-03,NC,-21.9
2020-07-04,NC,-21.9
2020-07-05,NC,-21.9
2020-07-06,NC,-22
2020-07-07,NC,-21.8
2020-07-08,NC,-21.6
2020-07-09,NC,-21.3
2020-07-10,NC,-21.099999999999998
2020-07-11,NC,-20.7
2020-07-12,NC,-20.4
2020-07-13,NC,-20.1
2020-07-14,NC,-19.8
2020-07-15,NC,-19.6
2020-07-16,NC,-19.6
2020-07-17,NC,-19.6
2020-07-18,NC,-19.6
2020-07-19,NC,-19.400000000000002
2020-07-20,NC,-19.1
2020-07-21,NC,-18.9
2020-07-22,NC,-18.5
2020-07-23,NC,-18.099999999999998
2020-07-24,NC,-17.4
2020-07-25,NC,-16.900000000000002
2020-07-26,NC,-16.2
2020-07-27,NC,-15.9
2020-07-28,NC,-15.7
2020-07-29,NC,-15.299999999999999
2020-07-30,NC,-14.799999999999999
2020-07-31,NC,-14.499999999999998
2020-08-01,NC,-14.299999999999999
2020-08-02,NC,-14.299999999999999
2020-08-03,NC,-14.000000000000002
2020-08-04,NC,-13.8
2020-08-05,NC,-13.600000000000001
2020-08-06,NC,-14.399999999999999
2020-08-07,NC,-15.1
2020-08-08,NC,-15.9
2020-08-09,NC,-16.6
2020-08-10,NC,-17.2
2020-08-11,NC,-17.9
2020-08-12,NC,-18.7
2020-08-13,NC,-19.2
2020-08-14,NC,-19.5
2020-08-15,NC,-19.7
2020-08-16,NC,-19.900000000000002
2020-08-17,NC,-20.200000000000003
2020-08-18,NC,-20.4
2020-08-19,NC,-20.3
2020-08-20,NC,-19.900000000000002
2020-08-21,NC,-19.7
2020-08-22,NC,-19.400000000000002
2020-08-23,NC,-19.2
2020-08-24,NC,-19
2020-08-25,NC,-18.7
2020-08-26,NC,-18.6
2020-08-27,NC,-18.5
2020-08-28,NC,-18.5
2020-08-29,NC,-18.5
2020-08-30,NC,-18.3
2020-08-31,NC,-18
2020-09-01,NC,-18
2020-09-02,NC,-18
2020-09-03,NC,-17.8
2020-09-04,NC,-17.7
2020-09-05,NC,-17.5
2020-09-06,NC,-17.5
2020-09-07,NC,-17.599999999999998
2020-09-08,NC,-17.4
2020-09-09,NC,-17.5
2020-09-10,NC,-17.5
2020-09-11,NC,-17.299999999999997
2020-09-12,NC,-17.2
2020-09-13,NC,-17.2
2020-09-14,NC,-17.1
2020-09-15,NC,-17
2020-09-16,NC,-16.7
2020-09-17,NC,-16.5
2020-09-18,NC,-16.400000000000002
2020-09-19,NC,-16.400000000000002
2020-09-20,NC,-16.5
2020-09-21,NC,-16.400000000000002
2020-09-22,NC,-16.400000000000002
2020-09-23,NC,-16.3
2020-09-24,NC,-16.3
2020-09-25,NC,-16.1
2020-09-26,NC,-16
2020-09-27,NC,-15.8
2020-09-28,NC,-15.5
2020-09-29,NC,-15.299999999999999
2020-09-30,NC,-15
2020-10-01,NC,-15
2020-10-02,NC,-15
2020-10-03,NC,-14.899999999999999
2020-10-04,NC,-14.899999999999999
2020-10-05,NC,-15
2020-10-06,NC,-15.2
2020-10-07,NC,-15.4
2020-10-08,NC,-15.299999999999999
2020-10-09,NC,-15.2
2020-10-10,NC,-15.1
2020-10-11,NC,-15
2020-10-12,NC,-14.799999999999999
2020-10-13,NC,-14.299999999999999
